,model,layer,paraphrase_identity_rdm_corr,paraphrase_identity_rdm_pvalue,paraphrase_identity_rdm_corr_within_compound_sentences,paraphrase_identity_rdm_pvalue_within_compound_sentences,jaccard_rdm_corr,jaccard_rdm_pvalue,jaccard_rdm_corr_within_compound_sentences,jaccard_rdm_pvalue_within_compound_sentences,monge_elkan_rdm_corr,monge_elkan_rdm_pvalue,monge_elkan_rdm_corr_within_compound_sentences,monge_elkan_rdm_pvalue_within_compound_sentences,ratcliff_obershelp_rdm_corr,ratcliff_obershelp_rdm_pvalue,ratcliff_obershelp_rdm_corr_within_compound_sentences,ratcliff_obershelp_rdm_pvalue_within_compound_sentences,levenshtein_rdm_corr,levenshtein_rdm_pvalue,levenshtein_rdm_corr_within_compound_sentences,levenshtein_rdm_pvalue_within_compound_sentences,fasttext_mean_rdm_corr,fasttext_mean_rdm_pvalue,fasttext_mean_rdm_corr_within_compound_sentences,fasttext_mean_rdm_pvalue_within_compound_sentences
25,distilroberta,2,0.06515760715957189,0.0,,,0.23237440232952075,0.0,0.26859791474843636,0.0,0.06249919647945412,0.0,0.13853500662287155,0.0,0.3554615997417454,0.0,0.37534224678270417,0.0,0.3705654692725024,0.0,0.4143728413010055,0.0,0.42157007205007063,0.0,0.5258255667876985,0.0
26,distilroberta,3,0.06488468709519131,0.0,,,0.1737240703774736,0.0,0.21292963484193136,0.0,0.08892492133138376,0.0,0.1259513663739524,0.0,0.31370215416905695,0.0,0.31224700582625964,0.0,0.3198474052093007,0.0,0.3448282929537225,0.0,0.31383291139986647,0.0,0.4583055144311877,0.0
27,distilroberta,4,0.06429415799416399,0.0,,,0.11029723917652383,0.0,0.15080423762704112,0.0,0.12699315512339268,0.0,0.10893716012748021,1.0535893102602196e-258,0.26786927483735934,0.0,0.24469071485555152,0.0,0.26735700689936315,0.0,0.27290571476733705,0.0,0.21398371293542848,0.0,0.37887415542946584,0.0
28,distilroberta,5,0.06514376127766235,0.0,,,0.11402833368499771,0.0,0.18092804638500554,0.0,0.13295900605415312,0.0,0.12593404742552458,0.0,0.27790738788779307,0.0,0.27270386856703044,0.0,0.2784816255579991,0.0,0.3009217928449327,0.0,0.22167989239541988,0.0,0.39395234284387715,0.0
29,distilroberta,6,0.0656646163866994,0.0,,,0.09488468310159894,0.0,0.17919578171209005,0.0,0.14232558147406857,0.0,0.12110930608786288,0.0,0.285308386607241,0.0,0.2732729944228138,0.0,0.2851291573444848,0.0,0.2929606855238026,0.0,0.21529087301265748,0.0,0.39607682345453193,0.0
30,xlnet-base-cased,1,0.06562527194099028,0.0,,,0.3208709362001265,0.0,0.3495832240522654,0.0,-0.027874094866303586,2.7074082458088885e-155,0.16262844220909325,0.0,0.3684098436680414,0.0,0.4625071045407705,0.0,0.39811934666367327,0.0,0.508311487175912,0.0,0.6014066590289545,0.0,0.5993025053916424,0.0
31,xlnet-base-cased,2,0.06244183459288854,0.0,,,0.33275348575797253,0.0,0.35973373528375535,0.0,0.03581011616945197,5.910897768905432e-255,0.17076446793280844,0.0,0.4470230766908301,0.0,0.4625088860144467,0.0,0.4836036571711976,0.0,0.5111380878098907,0.0,0.5129022684250728,0.0,0.5508773663594573,0.0
32,xlnet-base-cased,3,0.06270779870276663,0.0,,,0.3294194684912064,0.0,0.340314874996151,0.0,0.035884387889885606,5.2707715516811347e-256,0.17127180134782308,0.0,0.4291408454459736,0.0,0.4451007731185191,0.0,0.465953576882356,0.0,0.4912336125279793,0.0,0.47993047870135436,0.0,0.5393611226350087,0.0
33,xlnet-base-cased,4,0.060793357376937335,0.0,,,0.2717099709669066,0.0,0.310862864582993,0.0,0.10839400256163713,0.0,0.1743157818067421,0.0,0.42251403389734105,0.0,0.4235299300718301,0.0,0.4561477943160644,0.0,0.46807183735575575,0.0,0.3693665210773737,0.0,0.5172847942415554,0.0
34,xlnet-base-cased,5,0.05704563999959244,0.0,,,0.27997967637430415,0.0,0.28791161616653027,0.0,0.09312568449363016,0.0,0.17579362133734686,0.0,0.3838578132210361,0.0,0.4012929718241751,0.0,0.4201395704033736,0.0,0.4389269407399771,0.0,0.3311014831412776,0.0,0.4884264068766255,0.0
35,xlnet-base-cased,6,0.05238930798903486,0.0,,,0.28455480642420866,0.0,0.29587065864101075,0.0,0.0984633192050488,0.0,0.16372065770549254,0.0,0.3784087220540864,0.0,0.40256679948078583,0.0,0.41798430043723606,0.0,0.443476300220829,0.0,0.29939259460407813,0.0,0.4812870303814064,0.0
36,xlnet-base-cased,7,0.04886265886440291,0.0,,,0.29193651161957657,0.0,0.3088001816239651,0.0,0.095590141482139,0.0,0.16580232479680543,0.0,0.39067196504861684,0.0,0.4155850333354883,0.0,0.43435376662401703,0.0,0.45832921252685044,0.0,0.3048200878478065,0.0,0.48796779264676615,0.0
37,xlnet-base-cased,8,0.04697473732144901,3.731299988934798e-293,,,0.27792073456434446,0.0,0.3100271206047488,0.0,0.08979674907383356,0.0,0.15883508371171182,0.0,0.37384636826727685,0.0,0.4104308620989972,0.0,0.4137820302554524,0.0,0.454431095205894,0.0,0.2930536255741941,0.0,0.48177598848214354,0.0
38,xlnet-base-cased,9,0.044361725657905214,1.1098197521189113e-261,,,0.28970128937708084,0.0,0.30932506816841315,0.0,0.07621079909197181,0.0,0.15780206833118537,0.0,0.3608624403488871,0.0,0.41201208293846187,0.0,0.4010189886067827,0.0,0.4556747545548241,0.0,0.2922052105104401,0.0,0.47636799241359873,0.0
39,xlnet-base-cased,10,0.047661586015640495,1.0009837601022844e-301,,,0.2627742437187065,0.0,0.30895380275057643,0.0,0.09299645158941242,0.0,0.15733105543119433,0.0,0.36575190899165744,0.0,0.4108961506327843,0.0,0.4027451066422957,0.0,0.4510858843856022,0.0,0.2832301928456086,0.0,0.4805393350512464,0.0
40,xlnet-base-cased,11,0.052350332928242885,0.0,,,0.22135535751014632,0.0,0.286625778198919,0.0,0.11165588461251989,0.0,0.15949428944131147,0.0,0.35068869544182035,0.0,0.38899343963413907,0.0,0.38025452400528176,0.0,0.42403045877236145,0.0,0.25396477383593086,0.0,0.46690259783594823,0.0
41,xlnet-base-cased,12,0.050669577999878465,0.0,,,0.21130593076909132,0.0,0.3042460520835183,0.0,0.12171534776618466,0.0,0.1635827951902719,0.0,0.3384790538464441,0.0,0.4022037887297497,0.0,0.36944409086896923,0.0,0.43802687146508246,0.0,0.24820745604205052,0.0,0.45842998018112113,0.0
42,bert-base-japanese,1,0.06510838175903318,0.0,,,0.40330215535323,0.0,0.39104615088613387,0.0,-0.1329487825105889,0.0,0.15525655148579606,0.0,0.20538997441113946,0.0,0.4002486503615794,0.0,0.22074173386466736,0.0,0.41619072077881286,0.0,0.33805693850536533,0.0,0.3456169766478479,0.0
43,bert-base-japanese,2,0.06487123847630588,0.0,,,0.3922080446699364,0.0,0.3677417109507219,0.0,-0.13655248519062688,0.0,0.13587479731505647,0.0,0.18682106105500165,0.0,0.36088124518354736,0.0,0.20140673826443553,0.0,0.37440210046634487,0.0,0.32760074360032804,0.0,0.31730603574660515,0.0
44,bert-base-japanese,3,0.06479476992937971,0.0,,,0.3820198515463478,0.0,0.356249633061726,0.0,-0.1376448688997717,0.0,0.13782269626202384,0.0,0.18477098971635295,0.0,0.35354787777518243,0.0,0.20011392619592,0.0,0.3643254402256224,0.0,0.33494801257768075,0.0,0.30501581351869594,0.0
45,bert-base-japanese,4,0.06415423227309855,0.0,,,0.38689267786544657,0.0,0.3515951942842455,0.0,-0.13371252971813558,0.0,0.1299320102890019,0.0,0.19138098726590136,0.0,0.3500306629114861,0.0,0.2076586154613123,0.0,0.3631870730533991,0.0,0.33912470472825895,0.0,0.3081372431107037,0.0
46,bert-base-japanese,5,0.06397450541891399,0.0,,,0.38949133786255025,0.0,0.3433806162578498,0.0,-0.13392536344839834,0.0,0.1347502735467173,0.0,0.18244160617025082,0.0,0.3352923692363158,0.0,0.20014458229278861,0.0,0.34978691749913443,0.0,0.3360788889668772,0.0,0.2965075563819979,0.0
47,bert-base-japanese,6,0.06380814941836917,0.0,,,0.3909691864243392,0.0,0.32858016718877303,0.0,-0.135674584020327,0.0,0.1307702045262085,0.0,0.16716984410502786,0.0,0.3094980679805416,0.0,0.18466526672930034,0.0,0.32368675314967393,0.0,0.3231766241223934,0.0,0.26955705456434204,0.0
48,bert-base-japanese,7,0.06346816269863302,0.0,,,0.3981902876962202,0.0,0.3243913552524476,0.0,-0.13573674590337778,0.0,0.13987284631255908,0.0,0.16417401078548968,0.0,0.30964913534875405,0.0,0.1833849901442278,0.0,0.32360293736198703,0.0,0.32274158060392955,0.0,0.2687512546687992,0.0
49,bert-base-japanese,8,0.06292457409382568,0.0,,,0.413160149828498,0.0,0.3644325982979068,0.0,-0.13487887279342062,0.0,0.14351973089531073,0.0,0.17750929873333834,0.0,0.34466532806179395,0.0,0.19790162235753714,0.0,0.36016078500253884,0.0,0.33746633323057557,0.0,0.30367803042311015,0.0
50,bert-base-japanese,9,0.06248180446191817,0.0,,,0.4201791274072906,0.0,0.377233896597381,0.0,-0.1293820961891761,0.0,0.16538907978412762,0.0,0.19367255802295014,0.0,0.36847260437006263,0.0,0.21547628090355928,0.0,0.38572256071348543,0.0,0.34828674904571866,0.0,0.3217448912544244,0.0
51,bert-base-japanese,10,0.0623293515667656,0.0,,,0.3965033592597131,0.0,0.3641567283572556,0.0,-0.1304477542646506,0.0,0.1667421331464163,0.0,0.18526211531121448,0.0,0.3597551198893163,0.0,0.20565199809999732,0.0,0.37911390528005,0.0,0.3620430997270568,0.0,0.32690130702331144,0.0
52,bert-base-japanese,11,0.06266514116413621,0.0,,,0.374618741555994,0.0,0.35677393444390826,0.0,-0.12605288893447433,0.0,0.17036848578128627,0.0,0.18422038068776198,0.0,0.3598731270249411,0.0,0.20329904345549388,0.0,0.37931514796687005,0.0,0.36484216644439843,0.0,0.32299645512138164,0.0
53,bert-base-japanese,12,0.06333004135135853,0.0,,,0.3386896079681445,0.0,0.2895888735824817,0.0,-0.1303045588933757,0.0,0.1584573038831556,0.0,0.1417064095141522,0.0,0.28571305509470185,0.0,0.15806226989359978,0.0,0.30468002428471314,0.0,0.3357056092399305,0.0,0.25191830301634655,0.0
54,xlm-mlm-xnli15-1024,1,0.05941421660533595,0.0,,,0.3024712069829896,0.0,0.32098792726786246,0.0,-0.04735175578835476,0.0,0.1605846300203237,0.0,0.31016595883746695,0.0,0.4251010798867079,0.0,0.3405046619245448,0.0,0.48431740145953295,0.0,0.4367968963937329,0.0,0.4793638665092125,0.0
55,xlm-mlm-xnli15-1024,2,0.0545198359769448,0.0,,,0.2461807283556479,0.0,0.26152046531890866,0.0,0.015370318990209943,1.5816553374370593e-48,0.13978439067485088,0.0,0.2892872277501006,0.0,0.34570373527171383,0.0,0.31436950383830753,0.0,0.39627272630291516,0.0,0.31063067800137306,0.0,0.40847131930544006,0.0
56,xlm-mlm-xnli15-1024,3,0.0517492436635226,0.0,,,0.1985867770398194,0.0,0.23492842746385095,0.0,0.039571840681010884,0.0,0.1350259965740417,0.0,0.2706102336562949,0.0,0.3126336016092645,0.0,0.28902783274598315,0.0,0.3547879985025929,0.0,0.26734724827736533,0.0,0.36370180437564165,0.0
57,xlm-mlm-xnli15-1024,4,0.04704883780407268,4.4989965585082074e-294,,,0.19409435118424673,0.0,0.23741601437909216,0.0,0.04451979676902474,0.0,0.13610271395524481,0.0,0.2617239411981142,0.0,0.31225726079650107,0.0,0.2796881770226603,0.0,0.35232061298017026,0.0,0.243952890742144,0.0,0.3630751663548432,0.0
58,xlm-mlm-xnli15-1024,5,0.04395365885527954,6.281355869247812e-257,,,0.16808019442266572,0.0,0.22358733145932932,0.0,0.04281326290915835,0.0,0.12063924667150028,0.0,0.22867228629404918,0.0,0.2843104494846284,0.0,0.24292769672171177,0.0,0.32091813354162807,0.0,0.20114295627702444,0.0,0.3313490296469472,0.0
59,xlm-mlm-xnli15-1024,6,0.04130955831750738,3.40171092711162e-227,,,0.15811233772385683,0.0,0.21826321254428532,0.0,0.052561449694354286,0.0,0.11365281772994239,2.142289426876625e-281,0.22668382663505623,0.0,0.2810843686074509,0.0,0.24151132792238167,0.0,0.31645455101572395,0.0,0.17440503401017834,0.0,0.32374915374003566,0.0
60,xlm-mlm-xnli15-1024,7,0.04055854595461171,4.378954902443435e-219,,,0.17477811054638556,0.0,0.22899689608906007,0.0,0.04650735795273652,0.0,0.11513552082829903,9.94796253277263e-289,0.23574008506260696,0.0,0.2948377852575861,0.0,0.252756082074015,0.0,0.33113777211886913,0.0,0.2005696144724786,0.0,0.3353949917839828,0.0
61,xlm-mlm-xnli15-1024,8,0.040594310264701436,1.8136076900743203e-219,,,0.1819263637524202,0.0,0.23574850031566216,0.0,0.05660627885122105,0.0,0.12436330734088481,0.0,0.25435219575986606,0.0,0.311996423858933,0.0,0.274603762448124,0.0,0.3484294361015486,0.0,0.2095859972590779,0.0,0.3515747677030175,0.0
62,xlm-mlm-xnli15-1024,9,0.03835150260724421,4.1147811085848494e-196,,,0.16795061770775394,0.0,0.2229955841140744,0.0,0.056957558519515436,0.0,0.12256853065342717,0.0,0.23631034349404706,0.0,0.3004462762685069,0.0,0.255701114368508,0.0,0.3363306597010977,0.0,0.18317886989626803,0.0,0.33815757263915575,0.0
63,xlm-mlm-xnli15-1024,10,0.031492005578772006,6.751486977975239e-133,,,0.1158978688488747,0.0,0.18860358976559558,0.0,0.06650523779146991,0.0,0.11502398527805492,3.56998969620071e-288,0.19087143376600432,0.0,0.25587914331334205,0.0,0.20422231021404857,0.0,0.28198972296519215,0.0,0.1199122821778335,0.0,0.27868216586675515,0.0
64,xlm-mlm-xnli15-1024,11,0.026681834441131324,5.938784848922934e-96,,,0.08338655077114937,0.0,0.16938535196001936,0.0,0.07399812013641127,0.0,0.12079106690504678,0.0,0.1661810917234397,0.0,0.2405038438370391,0.0,0.1772391245659858,0.0,0.26187384148825876,0.0,0.09328937928204854,0.0,0.25348034320654,0.0
65,xlm-mlm-xnli15-1024,12,0.025703499590912005,3.4921398471436994e-89,,,0.07744270527686933,0.0,0.15912204869781907,0.0,0.07207658276231413,0.0,0.1161369190122045,9.802395793708508e-294,0.1561073638463967,0.0,0.22995810949980738,0.0,0.16508221119111768,0.0,0.24756548062811687,0.0,0.07964482037065126,0.0,0.2401697404597885,0.0
66,meta-llama/Llama-3.2-1B,1,0.05335161959450286,0.0,,,0.07925517508509347,0.0,0.12465331793330796,0.0,0.21084191267805796,0.0,0.0799378669860875,2.9471815760681942e-140,0.23759558748184115,0.0,0.18515663777837682,0.0,0.25709549344292026,0.0,0.1962165034784368,0.0,0.03610922064564406,4.451800037269446e-260,0.21573321213735305,0.0
67,meta-llama/Llama-3.2-1B,2,0.05784700205309103,0.0,,,0.25902576290994395,0.0,0.19603701624677616,0.0,-0.0714898105640062,0.0,0.10251443230956052,2.4262116755619993e-229,0.20650895121717203,0.0,0.27600383161624176,0.0,0.2281138002713127,0.0,0.3005492876101565,0.0,0.4031088974247297,0.0,0.3666411508564989,0.0
68,meta-llama/Llama-3.2-1B,3,0.044923743525495836,2.6766300446188715e-268,,,0.24869780980362388,0.0,0.1743298989586251,0.0,-0.07939009205288278,0.0,0.05709084883576581,1.7394328911857951e-72,0.14828149447032107,0.0,0.21232240784337253,0.0,0.16683369210598112,0.0,0.2387657472416215,0.0,0.30921983615060356,0.0,0.27699548691943465,0.0
69,meta-llama/Llama-3.2-1B,4,0.045392632009082674,6.96408052726054e-274,,,0.24127536138824304,0.0,0.17671465362555647,0.0,-0.07117831364123438,0.0,0.0580948831214676,5.42929994677273e-75,0.15058179982832137,0.0,0.215148598865185,0.0,0.16857324404351265,0.0,0.24333240558410069,0.0,0.31230362008666046,0.0,0.2749490325530703,0.0
70,meta-llama/Llama-3.2-1B,5,0.04587465181467974,1.099989109880603e-279,,,0.24473863889722536,0.0,0.18268806618593855,0.0,-0.06821582362130942,0.0,0.062219020313249496,9.7054518144719e-86,0.15723422176039187,0.0,0.22335324286103247,0.0,0.17651180430405491,0.0,0.25370293749564754,0.0,0.3155278586752613,0.0,0.2807025200099548,0.0
71,meta-llama/Llama-3.2-1B,6,0.0450384784423898,1.1651482486333431e-269,,,0.247479939766247,0.0,0.17819921830977323,0.0,-0.06968819692957079,0.0,0.060742144281857514,8.318756063419209e-82,0.14934958193102618,0.0,0.21517455519657014,0.0,0.16749712987329377,0.0,0.2439688586138326,0.0,0.30282280612260254,0.0,0.279375099448686,0.0
72,meta-llama/Llama-3.2-1B,7,0.04538528466063123,8.527491743938145e-274,,,0.24930067609266857,0.0,0.16659596760619982,0.0,-0.07337490674704572,0.0,0.056698372138759986,1.6146083153425214e-71,0.14108546362056548,0.0,0.20311510607568603,0.0,0.16022566599260551,0.0,0.2308239521935893,0.0,0.3013345209366396,0.0,0.2661916172174242,0.0
73,meta-llama/Llama-3.2-1B,8,0.045310455419757464,6.696025697682975e-273,,,0.2554063623460255,0.0,0.16764956228564662,0.0,-0.07223177126769097,0.0,0.051496708306560925,2.548974824430133e-59,0.14235228007622194,0.0,0.20138887007992562,0.0,0.1624528995686678,0.0,0.228696684514642,0.0,0.2975564372329631,0.0,0.2610746192484282,0.0
