,model,layer,representation,paraphrase_identity_rdm_corr,paraphrase_identity_rdm_std,paraphrase_identity_rdm_corr_within_compound_sentences,paraphrase_identity_rdm_std_within_compound_sentences,jaccard_rdm_corr,jaccard_rdm_std,jaccard_rdm_corr_within_compound_sentences,jaccard_rdm_std_within_compound_sentences,monge_elkan_rdm_corr,monge_elkan_rdm_std,monge_elkan_rdm_corr_within_compound_sentences,monge_elkan_rdm_std_within_compound_sentences,ratcliff_obershelp_rdm_corr,ratcliff_obershelp_rdm_std,ratcliff_obershelp_rdm_corr_within_compound_sentences,ratcliff_obershelp_rdm_std_within_compound_sentences,levenshtein_rdm_corr,levenshtein_rdm_std,levenshtein_rdm_corr_within_compound_sentences,levenshtein_rdm_std_within_compound_sentences,fasttext_mean_rdm_corr,fasttext_mean_rdm_std,fasttext_mean_rdm_corr_within_compound_sentences,fasttext_mean_rdm_std_within_compound_sentences
224,meta-llama/Llama-3.2-1B,3,mod_word_mean,0.3550036505544089,0.02565425688337684,,,0.24968853835346402,0.10153687466668936,0.25158496581570783,0.2156093157441149,0.024564632241583957,0.07603956278634719,0.1613159100985447,0.2665352739488146,0.26940355939188004,0.09558290740156647,0.2819833043185248,0.18847518391095697,0.19678175037019313,0.08690733042632641,0.2908070244777873,0.20009423593669348,0.37034294335704565,0.10252317984194419,0.378702040191223,0.17830062804531707
225,meta-llama/Llama-3.2-1B,4,compound_mean,0.4763854184049952,0.0183563828291981,,,0.3380222551819753,0.1074815230040682,0.4407352858962403,0.1816739871408722,0.013897568162294122,0.09995485866981221,0.24092720325927308,0.22584001627039715,0.38662459139901717,0.1078312762432263,0.48564727109927475,0.15100011347014408,0.2966526230455164,0.11781331903617537,0.4937227439960434,0.15484680907066184,0.6437902587332,0.060180353505712665,0.5934920634920634,0.16967397684800442
226,meta-llama/Llama-3.2-1B,4,head_noun_mean,0.34230073852040616,0.027883222292401675,,,0.29482149023357507,0.09779513365057026,0.42635295853525473,0.2167885433615325,-0.011752852911135914,0.12475792816347414,0.22452588312041738,0.34361911732746214,0.30740071985237577,0.13462165742950588,0.46271462349289105,0.1964830856385213,0.2707564976795817,0.1280235001983443,0.47670937018133297,0.2035369280131307,0.4492642094480879,0.11105393803946981,0.4471428571428572,0.2178495146166924
227,meta-llama/Llama-3.2-1B,4,mod_word_mean,0.362562987649562,0.029377983816453603,,,0.23966831153178075,0.09962981421142725,0.24639681977295844,0.22382882111616775,0.05394495783301174,0.06571120809044609,0.1485920411255227,0.2528924009440487,0.29068156284292396,0.09624685729293832,0.28945666042823104,0.20248406404582703,0.211351795399768,0.0834751546597706,0.293197832010747,0.19142820903159732,0.37457156508118816,0.09086659289517339,0.37112202138333183,0.15111310565256778
228,meta-llama/Llama-3.2-1B,5,compound_mean,0.4636444211314634,0.02334421386120891,,,0.3417934411044671,0.10756554728327479,0.42669105335279117,0.1874100155025945,0.019538721056916394,0.10068760053469374,0.2451425833598807,0.21138591425975606,0.39041236771869536,0.10805855978706401,0.48697280322073117,0.14507391028259223,0.30557613588398874,0.11661112551598023,0.5003507985261115,0.16110688981466728,0.63041925596172,0.07110933786685791,0.5885714285714286,0.15122489158219685
229,meta-llama/Llama-3.2-1B,5,head_noun_mean,0.33399070550717946,0.0327613959192798,,,0.2981271424539066,0.10543912571640035,0.39899530849827275,0.22117547710451563,-0.019625832945651765,0.1340652276283922,0.23465049228002638,0.34479420978069864,0.2951542331255682,0.1331146775906637,0.45639809185401653,0.21452119525603877,0.26466565401122644,0.12444369503272243,0.45404189782486,0.2189119693956016,0.43874904640397466,0.1134624137030237,0.4436507936507936,0.2252638589841723
230,meta-llama/Llama-3.2-1B,5,mod_word_mean,0.3610495317634451,0.029449270662131485,,,0.24301629542185257,0.10094398014188029,0.25066478766780287,0.22691061184849864,0.07133196271175361,0.07164437166116502,0.1702952748217725,0.25529432965607773,0.30180677264019107,0.10320480955372313,0.3037491052410533,0.20035409658439235,0.22351297049565824,0.0925099681894635,0.3112816235897194,0.19424792011775383,0.3690252318769776,0.08993232804840857,0.381884683354678,0.15425593676640287
231,meta-llama/Llama-3.2-1B,6,compound_mean,0.44832284691305857,0.028722348094613475,,,0.3438795893904039,0.103843529738123,0.4348123431539654,0.1789281038524966,0.027308029892206143,0.0999377950202626,0.2574002970635523,0.22868209402629042,0.3976319879495477,0.10534268197638477,0.4932166462046879,0.15768487961706337,0.3151387007095437,0.11300513086738698,0.4963226524992562,0.1552382152715277,0.6136321513085206,0.07333615592821753,0.5772486772486773,0.15799317445220024
232,meta-llama/Llama-3.2-1B,6,head_noun_mean,0.32721429946422387,0.03746005640085768,,,0.2945074400883169,0.10614724907949742,0.3968774784276883,0.23228114159166163,-0.01456333922127143,0.13168115857906307,0.24828003304861826,0.322603268028472,0.2942426802587671,0.13760468454938954,0.45799779763669246,0.22823448700278187,0.26176198972046366,0.12959271844829828,0.43710377269898104,0.23763419568503608,0.42238917337951903,0.11817649660634579,0.42253968253968244,0.23543037789755727
233,meta-llama/Llama-3.2-1B,6,mod_word_mean,0.3583034284314249,0.03452923705255578,,,0.23528766719155456,0.10117767442043867,0.256631931876736,0.2293389618711165,0.07053548336114014,0.07425051417341923,0.15323250520161302,0.252965656054424,0.29816063163215717,0.09616092768603378,0.3007960179342604,0.1992616519627405,0.21882377572362896,0.0856745431540898,0.30860923999975637,0.18438419025503353,0.3603587201891789,0.08267946715346557,0.38235728132095376,0.16306288830012314
234,meta-llama/Llama-3.2-1B,7,compound_mean,0.4173080620159136,0.03515265632239652,,,0.36640112621436105,0.10224722875999336,0.43629983799411726,0.16584635579954443,0.025655198779620515,0.10792242377881997,0.25028483644206706,0.2289088154926915,0.41299195296865604,0.10597092620735481,0.5013757940277034,0.1636319007411913,0.34167046418785524,0.11330824287785021,0.5045446123246266,0.1602749120178751,0.6006818831206154,0.07750083435472284,0.5831746031746032,0.16839496937036644
235,meta-llama/Llama-3.2-1B,7,head_noun_mean,0.31118793586585447,0.04389996810049254,,,0.30192271657523784,0.10562652971327388,0.4201005909926804,0.23496793985842535,-0.02224913704292131,0.135013262359875,0.240576853981918,0.3456155622057288,0.2993259354160992,0.13475648331286552,0.471874825367552,0.2277218137556759,0.2737765743722559,0.12792197578121653,0.4438537137917845,0.2305854882829474,0.4180355455670795,0.12042285394804476,0.44031746031746033,0.22905541058955445
