,model,layer,representation,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_relation_group_rdm_corr_within_compound_sentences,same_relation_group_rdm_std_within_compound_sentences,same_head_rdm_corr,same_head_rdm_std,same_head_rdm_corr_within_compound_sentences,same_head_rdm_std_within_compound_sentences,same_modifier_rdm_corr,same_modifier_rdm_std,same_modifier_rdm_corr_within_compound_sentences,same_modifier_rdm_std_within_compound_sentences,model_order
323,bert-base-japanese,12,mod_word_mean,0.17665333981474293,0.10086603420963983,0.005123938598108954,0.19091350023138592,-0.018336366299873404,0.08426859645267364,-0.14512255278355843,0.16073390506110877,0.6723729862283178,0.08275273636150764,0.683529663232683,0.003069479310480078,2
324,openai-community/gpt2,1,compound_mean,0.2734991234559753,0.1070224014838575,0.04444561180092169,0.1800303716684686,,,,,,,,,3
325,openai-community/gpt2,1,compound_mean,0.2734991234559753,0.1070224014838575,0.04444561180092169,0.1800303716684686,0.48966646570359557,0.10074630385704077,0.2126983028201295,0.14681769079029405,,,,,3
326,openai-community/gpt2,1,compound_mean,0.2734991234559753,0.1070224014838575,0.04444561180092169,0.1800303716684686,0.48966646570359557,0.10074630385704077,0.2126983028201295,0.14681769079029405,0.5142269258752173,0.10785804311180532,0.5685903213076334,0.15169100551361067,3
327,openai-community/gpt2,1,head_noun_mean,0.19868114682399504,0.1268402637126848,0.09951873216699562,0.22764976830561942,,,,,,,,,3
328,openai-community/gpt2,1,head_noun_mean,0.19868114682399504,0.1268402637126848,0.09951873216699562,0.22764976830561942,0.7121144453968632,0.01545170924924938,0.6804114250538146,0.03175762309259906,,,,,3
329,openai-community/gpt2,1,head_noun_mean,0.19868114682399504,0.1268402637126848,0.09951873216699562,0.22764976830561942,0.7121144453968632,0.01545170924924938,0.6804114250538146,0.03175762309259906,-0.05209797283686867,0.08859867412129396,-0.20476775296117358,0.16758288916843977,3
330,openai-community/gpt2,1,mod_word_mean,0.18252503687513688,0.11634259142498905,0.0304985162245263,0.22227774190746563,,,,,,,,,3
331,openai-community/gpt2,1,mod_word_mean,0.18252503687513688,0.11634259142498905,0.0304985162245263,0.22227774190746563,-0.03409550345736432,0.08902663216064276,-0.2696943320528506,0.1879635230002018,,,,,3
332,openai-community/gpt2,1,mod_word_mean,0.18252503687513688,0.11634259142498905,0.0304985162245263,0.22227774190746563,-0.03409550345736432,0.08902663216064276,-0.2696943320528506,0.1879635230002018,0.6953797030894496,0.01684491359700592,0.735180125910789,0.029984518583522374,3
333,openai-community/gpt2,2,compound_mean,0.28382937294726934,0.09925459866431233,0.047064525805316317,0.16060098604653902,,,,,,,,,3
334,openai-community/gpt2,2,compound_mean,0.28382937294726934,0.09925459866431233,0.047064525805316317,0.16060098604653902,0.48844818414702496,0.09767795226673599,0.18935528788238448,0.1470659987569115,,,,,3
335,openai-community/gpt2,2,compound_mean,0.28382937294726934,0.09925459866431233,0.047064525805316317,0.16060098604653902,0.48844818414702496,0.09767795226673599,0.18935528788238448,0.1470659987569115,0.5135669504164515,0.10434078414062814,0.5913613230097658,0.14734835843863084,3
