,model,layer,paraphrase_identity_rdm_corr,paraphrase_identity_rdm_pvalue,paraphrase_identity_rdm_corr_within_compound_sentences,paraphrase_identity_rdm_pvalue_within_compound_sentences,jaccard_rdm_corr,jaccard_rdm_pvalue,jaccard_rdm_corr_within_compound_sentences,jaccard_rdm_pvalue_within_compound_sentences,monge_elkan_rdm_corr,monge_elkan_rdm_pvalue,monge_elkan_rdm_corr_within_compound_sentences,monge_elkan_rdm_pvalue_within_compound_sentences,ratcliff_obershelp_rdm_corr,ratcliff_obershelp_rdm_pvalue,ratcliff_obershelp_rdm_corr_within_compound_sentences,ratcliff_obershelp_rdm_pvalue_within_compound_sentences,levenshtein_rdm_corr,levenshtein_rdm_pvalue,levenshtein_rdm_corr_within_compound_sentences,levenshtein_rdm_pvalue_within_compound_sentences,fasttext_mean_rdm_corr,fasttext_mean_rdm_pvalue,fasttext_mean_rdm_corr_within_compound_sentences,fasttext_mean_rdm_pvalue_within_compound_sentences
42,openai-community/gpt2,7,0.04945323271712824,0.0,,,0.19727261064798995,0.0,0.12513401270280705,0.0,-0.07844975425114831,0.0,0.08753792473918132,8.631112320769504e-168,0.09778451248762912,0.0,0.19803096015071095,0.0,0.11562617188348631,0.0,0.2293200704637418,0.0,0.2803943553037491,0.0,0.3216798604355344,0.0
43,openai-community/gpt2,8,0.04750439641002593,9.397571883949541e-300,,,0.1836160193413692,0.0,0.11648338458142306,2.6886873601420037e-295,-0.07604348844150315,0.0,0.08525589187706209,2.918414336850086e-159,0.08996964982391595,0.0,0.19211879685762231,0.0,0.10562085708707102,0.0,0.22207607922290748,0.0,0.26696929213953613,0.0,0.3057468842495679,0.0
44,openai-community/gpt2,9,0.049991291552694155,0.0,,,0.17905610871256486,0.0,0.11740866439827338,5.6786117928587675e-300,-0.07449846472696557,0.0,0.08505246734680058,1.6388450427192864e-158,0.08896555657302209,0.0,0.19270785882342265,0.0,0.1039222954265455,0.0,0.22302183605928658,0.0,0.27579600414837613,0.0,0.3157724562340446,0.0
45,openai-community/gpt2,10,0.04966986871765251,0.0,,,0.18301420554070288,0.0,0.11805359738234313,2.976107403893638e-303,-0.07226333893153597,0.0,0.0820922812726414,8.269811872742882e-148,0.09241149566716918,0.0,0.19140877462867786,0.0,0.10822084907925376,0.0,0.2219699169791679,0.0,0.27193651234698046,0.0,0.3180257019228219,0.0
46,openai-community/gpt2,11,0.04759344458589837,7.1835623512859075e-301,,,0.191908967886626,0.0,0.13625735620116375,0.0,-0.06975481702258472,0.0,0.0953044775599857,1.6786476795911794e-198,0.10874726908026984,0.0,0.2185322891777674,0.0,0.12619999543394889,0.0,0.2484757797211721,0.0,0.272039916433197,0.0,0.33177998658889996,0.0
47,openai-community/gpt2,12,0.046348359909415035,1.906954734293904e-285,,,0.1839923982576225,0.0,0.12971562082198138,0.0,-0.06839696274329926,0.0,0.08570623661722451,6.306397053061583e-161,0.1093331613781661,0.0,0.2060820675078745,0.0,0.1256504254955207,0.0,0.2420406052052174,0.0,0.2768946918238416,0.0,0.301020574306785,0.0
48,microsoft/phi-1,1,0.06202735133547611,0.0,,,0.2699801075084849,0.0,0.3165701946428132,0.0,-0.053655604485758304,0.0,0.20154171358309703,0.0,0.3191134867880299,0.0,0.4474617535835067,0.0,0.34913157975990217,0.0,0.4886463888352013,0.0,0.4968185406778201,0.0,0.458034849648352,0.0
49,microsoft/phi-1,2,0.06297756450607213,0.0,,,0.29728303333477785,0.0,0.35081646354730806,0.0,-0.02880711246717976,1.0028103789723126e-165,0.20062754312626058,0.0,0.3798737906974701,0.0,0.47995859662062446,0.0,0.41676185574375824,0.0,0.5273022715099155,0.0,0.5318866177592895,0.0,0.4993386089106239,0.0
50,microsoft/phi-1,3,0.06227380113730285,0.0,,,0.3023299497058653,0.0,0.36437400592007463,0.0,0.012569429389064756,5.0143223531643414e-33,0.19778203148647533,0.0,0.43247593319069866,0.0,0.4930786084057558,0.0,0.47588464392514385,0.0,0.5454493198929551,0.0,0.5153615988881625,0.0,0.5158693189845357,0.0
51,microsoft/phi-1,4,0.06165988157090583,0.0,,,0.3161084196470167,0.0,0.3750876757129713,0.0,0.02814204059571711,2.964268960551157e-158,0.19448433624524422,0.0,0.45790928364801736,0.0,0.5021330313404143,0.0,0.5051881271793779,0.0,0.5587367023015457,0.0,0.509101432296209,0.0,0.5319419676561719,0.0
52,microsoft/phi-1,5,0.061050756672087876,0.0,,,0.31628793571917607,0.0,0.37978188949268227,0.0,0.04532154428931344,0.0,0.1921171068165586,0.0,0.4744359606971819,0.0,0.5072975915075693,0.0,0.5233269477619021,0.0,0.5663301771651613,0.0,0.4933707904102285,0.0,0.5377765795781233,0.0
53,microsoft/phi-1,6,0.060275357206142785,0.0,,,0.3183799512436922,0.0,0.38307853939162434,0.0,0.059248563565594756,0.0,0.19190577798714184,0.0,0.4868631473088114,0.0,0.509950525716884,0.0,0.5376870501020412,0.0,0.5691650142997569,0.0,0.47681708547317136,0.0,0.5411337523515194,0.0
54,microsoft/phi-1,7,0.059788786299585304,0.0,,,0.3189539730089895,0.0,0.3849485616826034,0.0,0.06767289224316908,0.0,0.1894888572383487,0.0,0.49175831594183955,0.0,0.50950498734805,0.0,0.5439610094637322,0.0,0.5687087736530011,0.0,0.4653517937336019,0.0,0.5456487827277994,0.0
55,microsoft/phi-1,8,0.059257785393702564,0.0,,,0.3150155611051718,0.0,0.3850153182764315,0.0,0.07846496155705561,0.0,0.18469062915553217,0.0,0.500172059400621,0.0,0.5084759433718289,0.0,0.552530799400233,0.0,0.5665561333726172,0.0,0.45221074002889144,0.0,0.5515029862229788,0.0
56,microsoft/phi-1,9,0.058929994245307676,0.0,,,0.3088381819597551,0.0,0.3861401023542678,0.0,0.08772996696516809,0.0,0.18296154869194545,0.0,0.503219125241309,0.0,0.5084092030897741,0.0,0.5536611156155756,0.0,0.565540178402779,0.0,0.44011328684570533,0.0,0.5530417897573491,0.0
57,microsoft/phi-1,10,0.05876812405226224,0.0,,,0.298874747964618,0.0,0.38408194839085863,0.0,0.09469139877887109,0.0,0.1795255943183541,0.0,0.5030239370254721,0.0,0.5058297851605933,0.0,0.5519787186964,0.0,0.5628746285831302,0.0,0.42679648509942014,0.0,0.5543794853550439,0.0
58,microsoft/phi-1,11,0.059126367997516374,0.0,,,0.28773545139778506,0.0,0.38234726691762627,0.0,0.10510765426755399,0.0,0.17547522991764888,0.0,0.5010261268048938,0.0,0.5040566310264657,0.0,0.5483326917644782,0.0,0.5598384985268975,0.0,0.4106920648439043,0.0,0.5547205342368275,0.0
59,microsoft/phi-1,12,0.058966039170331795,0.0,,,0.2752502042999625,0.0,0.38344118368594243,0.0,0.11781117697775471,0.0,0.17472755853475674,0.0,0.5025230704679068,0.0,0.5037000683703855,0.0,0.5476714176078452,0.0,0.5600170290481962,0.0,0.3913039995578854,0.0,0.5539697227885951,0.0
60,microsoft/phi-1,13,0.05881635904636965,0.0,,,0.25928678978120184,0.0,0.38309869943406877,0.0,0.13324068587306861,0.0,0.17290221428391614,0.0,0.499159522760912,0.0,0.5024532827244036,0.0,0.5421700777195083,0.0,0.5590867364979228,0.0,0.3656599887421819,0.0,0.5534367791003396,0.0
61,microsoft/phi-1,14,0.05856156525376782,0.0,,,0.24663487249311258,0.0,0.38227979690678915,0.0,0.14159978470109966,0.0,0.171936105009848,0.0,0.4945570277368495,0.0,0.5020535708164652,0.0,0.5360798126222843,0.0,0.5593147663986298,0.0,0.3516392277039563,0.0,0.5535798779238771,0.0
62,microsoft/phi-1,15,0.0584813581059721,0.0,,,0.23444953076769887,0.0,0.38199503931323125,0.0,0.1492249123674258,0.0,0.17109174918515999,0.0,0.4886755064316296,0.0,0.5022784583750235,0.0,0.5277748180914027,0.0,0.5594360714256453,0.0,0.3361565874814142,0.0,0.5524742645162682,0.0
63,microsoft/phi-1,16,0.058434437784697944,0.0,,,0.22491871995413534,0.0,0.38274727742977943,0.0,0.1579670642806743,0.0,0.17128119997216074,0.0,0.4856111886716897,0.0,0.503949458689776,0.0,0.5239096942984349,0.0,0.5619850744601574,0.0,0.3232975334137199,0.0,0.5548888384187355,0.0
64,microsoft/phi-1,17,0.05853148367591171,0.0,,,0.21369961738019713,0.0,0.38279532085498463,0.0,0.16331753954951359,0.0,0.17116436818092157,0.0,0.4789477309701786,0.0,0.5037730208171001,0.0,0.5159044424418493,0.0,0.5615618762667178,0.0,0.3100863741716931,0.0,0.5581376609628479,0.0
65,microsoft/phi-1,18,0.05908178026679651,0.0,,,0.20582131788818347,0.0,0.38203948759766654,0.0,0.16290018884645088,0.0,0.1719890373730455,0.0,0.470166330768859,0.0,0.5052939374730101,0.0,0.5052288238609919,0.0,0.5639433441767048,0.0,0.3046666824118567,0.0,0.5632191208679828,0.0
66,microsoft/phi-1,19,0.05933783297601768,0.0,,,0.1957848340732136,0.0,0.3812560274670741,0.0,0.16550666323049587,0.0,0.17343465075950185,0.0,0.4616454972303583,0.0,0.5062731341762562,0.0,0.49535564722287967,0.0,0.5662658987025531,0.0,0.2983788414108993,0.0,0.5691032844364726,0.0
67,microsoft/phi-1,20,0.05950670387526363,0.0,,,0.18663144081833,0.0,0.37931858326078666,0.0,0.1686660817619774,0.0,0.1728597742468654,0.0,0.45237416968445127,0.0,0.5057154169498739,0.0,0.48499777674284483,0.0,0.5663212795743511,0.0,0.29032498748728164,0.0,0.5727649518591028,0.0
68,microsoft/phi-1,21,0.05964905022301059,0.0,,,0.18128344118869444,0.0,0.37898856176278595,0.0,0.1693035700415078,0.0,0.17381342814025763,0.0,0.4468704121566419,0.0,0.5055654932437745,0.0,0.4789416573635636,0.0,0.5671484983174422,0.0,0.28972370230577954,0.0,0.5781555616989902,0.0
69,microsoft/phi-1,22,0.0598721488089077,0.0,,,0.17641553976433916,0.0,0.3769239950622176,0.0,0.16998257754664417,0.0,0.1766516163847789,0.0,0.44375802928505304,0.0,0.5062337038256749,0.0,0.47542883599998775,0.0,0.5690425317686277,0.0,0.29193581083945097,0.0,0.5834246648085303,0.0
70,microsoft/phi-1,23,0.06002055827810019,0.0,,,0.17762405253601213,0.0,0.3738460235083678,0.0,0.16717353214872313,0.0,0.17800393660629443,0.0,0.44274981860995655,0.0,0.5057312862613977,0.0,0.47555705684730387,0.0,0.5704870841700506,0.0,0.29982378345607497,0.0,0.5897470038949795,0.0
71,microsoft/phi-1,24,0.06129487608463801,0.0,,,0.28018550256236147,0.0,0.3290104438163376,0.0,0.0006785837164085795,0.5180845572568806,0.12060078883078017,0.0,0.39601277321414835,0.0,0.424517292362611,0.0,0.4234244281290111,0.0,0.4623165187515343,0.0,0.45146614710373384,0.0,0.44441951958752,0.0
72,meta-llama/Llama-3.2-1B,1,0.05782355142970107,0.0,,,0.2585484602635779,0.0,0.1981786139484901,0.0,-0.07231109645360873,0.0,0.10460616706624447,1.0419044138049507e-238,0.2067946346818765,0.0,0.27815718342365064,0.0,0.2280624102383191,0.0,0.303155743200325,0.0,0.40349750933646594,0.0,0.366618385496134,0.0
73,meta-llama/Llama-3.2-1B,2,0.044924993638502456,2.586876959078835e-268,,,0.24864697614413167,0.0,0.17639232741214697,0.0,-0.08059522547702612,0.0,0.05913314065883371,1.2531521455469582e-77,0.14836869869390695,0.0,0.21435297192754746,0.0,0.1666640426975923,0.0,0.24124535790914126,0.0,0.30971731347867754,0.0,0.2768999014392932,0.0
74,meta-llama/Llama-3.2-1B,3,0.045386492222843015,8.248332501837476e-274,,,0.24109881178060352,0.0,0.17830682604328635,0.0,-0.0720780081461571,0.0,0.05966653462428161,5.3131184608375433e-79,0.15046862164691227,0.0,0.21653342172904527,0.0,0.16822585624697567,0.0,0.24508960140281363,0.0,0.31249062444310177,0.0,0.27457754434816434,0.0
