,model,layer,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_relation_group_rdm_corr_within_compound_sentences,same_relation_group_rdm_std_within_compound_sentences,same_head_rdm_corr,same_head_rdm_std,same_head_rdm_corr_within_compound_sentences,same_head_rdm_std_within_compound_sentences,same_modifier_rdm_corr,same_modifier_rdm_std,same_modifier_rdm_corr_within_compound_sentences,same_modifier_rdm_std_within_compound_sentences
0,bert-base-uncased,1,0.28648153854138714,0.07937139348805401,0.06547285010986552,0.16490842119180138,0.49611855271337435,0.1076161541134096,0.3968972548640727,0.20674379855434952,0.3973673482712462,0.11011035059495967,0.3786797405827355,0.19578383206252004
1,bert-base-uncased,2,0.2868731406538549,0.07965432989029068,0.07340551839683623,0.17387508418853886,0.48890917469494194,0.11373823807155069,0.39588178565063087,0.2107421136845938,0.3899680482540185,0.1155693265741905,0.38200885742946106,0.20359937316386598
2,bert-base-uncased,3,0.29041697294739566,0.08685529290877655,0.07860538326873205,0.19876181190131112,0.479777248874351,0.11272920544176461,0.4187216515537088,0.18393340253565008,0.3707715595413179,0.11478785509980849,0.34738630477263255,0.2026761094569341
3,bert-base-uncased,4,0.2937500026800369,0.09229887505312136,0.1153081424671502,0.20712575648793163,0.48578118030104356,0.10425956479348095,0.511393140811293,0.15817795487268257,0.33722233755492365,0.11098219532277702,0.24972018087421546,0.16377498273659616
4,bert-base-uncased,5,0.30722125605765954,0.10310985616237237,0.11654167319556064,0.22748023324186886,0.5110709463097113,0.10796410096244427,0.5470384150841815,0.1656299362227638,0.28822327930810493,0.11698162913395645,0.1769176089031416,0.16389681266868172
5,bert-base-uncased,6,0.3158809546579112,0.11585878101086902,0.14404027024170415,0.22183608427242485,0.4760618529233905,0.12274555049328176,0.5524600821561179,0.16032768072865608,0.2698262065120639,0.11401830409299027,0.14655627330029838,0.17935515916089043
6,bert-base-uncased,7,0.31360867493565875,0.12166323685709306,0.13094570021973104,0.22160407854298658,0.4639907493791616,0.12184427704621556,0.5383637477690834,0.16031966179879178,0.26928511374677877,0.11264252854920632,0.1584839408585582,0.19597550372716904
7,bert-base-uncased,8,0.31327525093352043,0.12443647842110159,0.13880244223291494,0.22053370853019177,0.4598489703577174,0.1288202482899084,0.5654720831287651,0.1562728939448855,0.25043600485982315,0.11611339793665866,0.09992993648164622,0.18647287541941682
8,bert-base-uncased,9,0.3102269829790097,0.13043083588538001,0.1532064692570853,0.2345756171570461,0.4830604635506794,0.1329918904838026,0.5763154172726376,0.167284179180188,0.22128869077310254,0.11874171909498946,0.05655659990615587,0.1895144783450433
9,bert-base-uncased,10,0.314903081624872,0.12084726191015228,0.13225515722192832,0.21965726514036307,0.5223898412525103,0.12890525852303455,0.5839057511733484,0.1662622597056224,0.24178997240895334,0.13124210199007358,0.04571326576228326,0.19748415751816914
10,bert-base-uncased,11,0.3095364048422674,0.11751582833554099,0.1152322161933633,0.21153304164879463,0.5472419423151753,0.11696846300576479,0.5806527509301866,0.1708038421760758,0.24889767419601863,0.13521960522095364,0.0370385984471852,0.22894595445387336
11,bert-base-uncased,12,0.3061845797692679,0.11290631563389826,0.12047004420215256,0.21491057890968907,0.5418569013670731,0.11654355707291061,0.5643877497143779,0.1695594839271016,0.25814106437331813,0.13624450665467894,0.05221926624860682,0.217374635729793
12,roberta-base,1,0.2606420329552139,0.09112367379302,0.07078660439244164,0.1683650711569089,0.46973784141589986,0.11265360488266873,0.45985745709947917,0.19902973593730394,0.3627101864258208,0.11304988527771503,0.3169488525662255,0.19808407913806067
13,roberta-base,2,0.2687394138563455,0.0942076646068907,0.0851526682797186,0.17526562084802771,0.4661200198478663,0.12059231692122022,0.5020775960596368,0.17927390768944856,0.3440721115204937,0.11729540848581164,0.27024639914400966,0.17473051748947024
14,roberta-base,3,0.29637896291055843,0.1114176145013881,0.12316488448033401,0.19158932719895316,0.4825355694655251,0.11443388598226481,0.5471761434860726,0.1561734776616361,0.32383937811534025,0.12342097121740474,0.20092517722678876,0.16963553134293552
15,roberta-base,4,0.3190919726216938,0.1256529423825208,0.14273081323950682,0.20411994510342704,0.4920605597673328,0.11231049101912309,0.5806527509301866,0.13891511542029283,0.28297069707535916,0.12099030259044442,0.12486960501255316,0.17924472148262305
16,roberta-base,5,0.33308875850722114,0.1271400117139868,0.17677669529663692,0.2154643755225944,0.4762319961098514,0.11099727407145427,0.5719780836150885,0.1388468999824412,0.28747433026104596,0.12020201701134828,0.13029127208448946,0.1720945236158467
17,roberta-base,6,0.32920072508838066,0.13323025798794305,0.19903746433399122,0.2036026685464408,0.45755452892707993,0.12210689462567285,0.5622190828856032,0.15672351501448456,0.28746451326864797,0.12017896886141338,0.13137560549887675,0.18474298105821144
18,roberta-base,7,0.32122107341864153,0.13611009226113013,0.17816207857262106,0.20329227349347254,0.4691495766116485,0.12507770389794118,0.5753688122601414,0.1433109607310482,0.280388904454776,0.1229551836411012,0.11092550383264627,0.19074621659472824
19,roberta-base,8,0.324956995859299,0.13892318098471992,0.1833999065814103,0.21015817675612208,0.459580914348161,0.14127280795763275,0.5818748127464649,0.151745314797102,0.26677082609672415,0.1261449705819152,0.07839550140102851,0.17798464645846995
20,roberta-base,9,0.3151386106742525,0.1415732899102264,0.16761049628125577,0.2187067613547352,0.45744881775982676,0.13900599049931267,0.5914960850740593,0.15010319919081405,0.26849093262062124,0.13065532882752798,0.0717372677075775,0.18238060079146629
21,roberta-base,10,0.30864400925762236,0.14410526264792844,0.15320646925708528,0.22517711364676493,0.4730374055836235,0.14708620234736178,0.5925804184884466,0.16355330076754504,0.2500566316627666,0.13806970193779972,0.0433923657263813,0.19810883411712604
22,roberta-base,11,0.2964108680027858,0.13731372096334632,0.12047004420215254,0.21776391994206076,0.532453426790264,0.12632755178985283,0.6207730872625151,0.12634684583841885,0.24726180196843434,0.13254920333558884,0.010862363294763526,0.18389195041236678
23,roberta-base,12,0.2766357003463976,0.12403321259353468,0.09820927516479827,0.20619270622106264,0.5213884803538141,0.12712066771370806,0.6327007548207751,0.11709363291992303,0.231161908864831,0.12797325190695555,0.020773597231376315,0.18020746732205048
24,bert-base-japanese,1,0.256011503976501,0.0981134635344313,0.023570226039551587,0.171113516096615,0.4498713990124707,0.1271072530190559,0.39269764960841447,0.23015769680429665,0.38264986997623046,0.12566832253837815,0.3810006406186376,0.23922433524056846
25,bert-base-japanese,2,0.25585177376026347,0.09831262403319546,0.03531737592243394,0.19587697225384432,0.4418452434503977,0.1299302568553027,0.3829386488789292,0.22634007883899512,0.3761496180616705,0.12853742018943248,0.3842536408617993,0.23396348049974686
26,bert-base-japanese,3,0.2546536977939089,0.09949472154480969,0.03527941278554052,0.20060028812803682,0.4416767746561129,0.13336087598283164,0.3926976496084145,0.22831120110870098,0.3723923443625876,0.13473186339113513,0.36907297306037756,0.23608048240355242
27,bert-base-japanese,4,0.2477912317757512,0.09706743787179628,0.04575506880311901,0.20359076455254563,0.42394762801235103,0.13344623184930068,0.39052898277964004,0.2292481644396072,0.367764236267817,0.1341500712383712,0.3669043062316032,0.24554642462717563
28,bert-base-japanese,5,0.2460576542386126,0.09897815748565489,0.0313510417789486,0.2148503222173761,0.41300715588159054,0.13385833810820552,0.3872759825364783,0.22768348804517724,0.37021249164241793,0.1340402318628462,0.3679886396459905,0.2467936636428187
29,bert-base-japanese,6,0.2459631766402423,0.09892204639546374,0.03135104177894859,0.2030329760210692,0.4096563398638372,0.1346261104286753,0.38510731570770385,0.22546404758255942,0.3674442738817897,0.13239006928474903,0.3701573064747649,0.24032122579456733
30,bert-base-japanese,7,0.24472909292943293,0.09903649691409323,0.03658886978773782,0.2159348250113478,0.4073966636378838,0.13801489743824502,0.40354098375228714,0.2191052582061074,0.36109166769449275,0.13357781576904915,0.3517236384301816,0.23507176805752092
31,bert-base-japanese,8,0.23890974314362515,0.09459160576574119,0.03793628992682856,0.21350257753801202,0.40068837842988997,0.13839918974875,0.39595064985157635,0.2257686120479401,0.3581305248455872,0.13407140474514753,0.3614826391596669,0.23913896471153537
32,bert-base-japanese,9,0.23381779971576166,0.09163322685962069,0.051068823085695096,0.20728749840712726,0.39655954202268534,0.13687669743038,0.4284806522831941,0.21908334281966285,0.3493635434988565,0.1410634484083054,0.3246153030705,0.2395149461340951
33,bert-base-japanese,10,0.24111951164767984,0.09860144363630496,0.049721402946604355,0.20588783589772403,0.38636507512874174,0.13522295955154187,0.41106245345205245,0.22753962072018963,0.3548825044242328,0.1435918834910677,0.3386355208539707,0.23316797431842223
34,bert-base-japanese,11,0.23860474394319506,0.09588681274069948,0.024803756767962037,0.20165347727442565,0.3870059383722736,0.13354234551102231,0.4002282904522874,0.23199319571595234,0.3630823343584977,0.14254167308830876,0.35172363843018156,0.238941313517017
35,bert-base-japanese,12,0.2530357193664226,0.09780633886243141,0.03396995578334321,0.21397156251413646,0.3930273745951915,0.14309395447754203,0.3763729553357677,0.2424911385673863,0.37789879830059914,0.15014972433991897,0.36581997281721595,0.24858204166558115
36,openai-community/gpt2,1,0.26842147517142095,0.1024023565974331,0.03658886978773783,0.20618589261933715,0.4960995439623587,0.11211986402692649,0.31137264352937005,0.19089054230773983,0.39437533514216655,0.11250513914263396,0.4677473137696183,0.18885368211369993
37,openai-community/gpt2,2,0.2722453524063294,0.10289638221077542,0.0575401818228948,0.18482936552485324,0.49324361124028787,0.10697093951700248,0.2875173084128504,0.19608872320689116,0.3895019603112631,0.10528753832819308,0.4937713157149125,0.19169101004668895
38,openai-community/gpt2,3,0.27345174132001276,0.10380928303601016,0.06281597296857747,0.1939690474062262,0.5041363391977166,0.10269185282476412,0.2831799747553013,0.20299822376641477,0.3665395357444438,0.10098920910362648,0.4905183154717508,0.19522582455905557
39,openai-community/gpt2,4,0.26999509291174545,0.1059874410777332,0.06281597296857748,0.20430178092500167,0.5060183988672848,0.09960885961181433,0.2886016418272376,0.20747660324550724,0.34228491992185006,0.10199862119541864,0.4764219810847164,0.19795483601906616
40,openai-community/gpt2,5,0.2645708634964586,0.10804554306676854,0.08114837099933982,0.21517818691448473,0.5053242617615238,0.10063294417168304,0.28968597524162487,0.2028537479026163,0.3180309457361947,0.10506177601756274,0.462325646697682,0.19464426450227132
41,openai-community/gpt2,6,0.26695111975019464,0.10907865400352393,0.09948076903010214,0.22033121065429304,0.5012156166194399,0.10188980997923647,0.2853486415840758,0.2115951507746966,0.29393915455647635,0.1038557444257677,0.4558196462113584,0.2067150106557276
42,openai-community/gpt2,7,0.2680638811345208,0.1123056414732966,0.10079022603229948,0.23401939580523332,0.5009328746765728,0.1060244369379628,0.2918546420703994,0.20322256256640558,0.27100240761209576,0.10275170851837567,0.4460606454818731,0.20989185765607837
43,openai-community/gpt2,8,0.259831555694214,0.11156964361209468,0.10471859703889139,0.23073274172046163,0.4873218876743285,0.10934316699414474,0.27667397426897783,0.21606689724363157,0.2516792531846901,0.10248171100711148,0.44822931231064767,0.22237813654616018
44,openai-community/gpt2,9,0.26189950593427935,0.11313538980184197,0.10079022603229948,0.2291325012464398,0.48613575623211513,0.11289880467422145,0.2755896408545906,0.22635008120137587,0.2368677112623707,0.10798011927606953,0.4503979791394222,0.22180246641655071
45,openai-community/gpt2,10,0.25715683500882186,0.11274419602099278,0.0968238918888141,0.23020647294461258,0.4853500984429576,0.10913900923678795,0.25064997232368363,0.23037170578485477,0.2351046571487233,0.11276613295041457,0.46449431352645654,0.21717252117565555
46,openai-community/gpt2,11,0.24474880625138137,0.11668106473735464,0.04837398280751363,0.20196821751419639,0.5027147536478327,0.11138196943132742,0.1964333016043206,0.2164123355927812,0.25751228082567695,0.11313720559229253,0.5263013181465303,0.1867758801224924
47,openai-community/gpt2,12,0.271708605743641,0.09972340090573371,0.054883304681606744,0.20062942366804684,0.4946276663909425,0.11180728860395789,0.3156411129859737,0.18834428170616715,0.39590231420791594,0.1085938613112425,0.4622495300941184,0.18001035858138933
48,microsoft/phi-1,1,0.2194082435069213,0.10584913768790516,-3.7963136893431895e-05,0.1935319354344899,0.48855090284144165,0.1301685295771191,0.2549873059812326,0.19790716728581415,0.3135368211325382,0.13995435355380081,0.4829279815710399,0.23412405753338925
49,microsoft/phi-1,2,0.21360348559970913,0.1026628148493718,0.005199864871895813,0.20076909950424976,0.492311886954958,0.12361785320004294,0.2549873059812326,0.1921191069942454,0.29297467890045337,0.13690623482781872,0.4861809818142017,0.22883843644477506
50,microsoft/phi-1,3,0.21229523983988277,0.099328468564892,0.010475656017578482,0.1805721739740579,0.4886252345283812,0.12071365390112997,0.26257763988194344,0.19617315315941425,0.27806549142296827,0.13359149323166333,0.48184364815665265,0.2363476431684148
51,microsoft/phi-1,4,0.21118749568522868,0.10026132071534158,0.024879683041748903,0.18948254567795444,0.48542717241775907,0.11830332535400936,0.26691497353949245,0.19607349509232377,0.26548831358921904,0.13150934899900055,0.47316898084155457,0.24040677802494384
52,microsoft/phi-1,5,0.2094352874525664,0.09741565385693363,0.02095131203515697,0.1955611671473198,0.48111841802506544,0.11858652826528347,0.269083640368267,0.193815892053057,0.2502204876304729,0.12460386282049449,0.46883164718400555,0.23921769435728946
53,microsoft/phi-1,6,0.21145007659378162,0.09777263262244318,0.03011751105053814,0.19620455578092647,0.4756997718641248,0.11985389450818457,0.269083640368267,0.19235442837276978,0.2423256782002881,0.11881501634489129,0.4688316471840056,0.2383313342184303
54,microsoft/phi-1,7,0.20805707326235445,0.09540014734270474,0.03535533905932738,0.1889025049558656,0.4722354458538102,0.12227400721815404,0.26366197329633073,0.18807871831837067,0.2297675747025863,0.11579991554167289,0.47316898084155457,0.23804762364896684
55,microsoft/phi-1,8,0.2066215156385561,0.09455318691828549,0.043212081072511246,0.186711304186734,0.4746949417070826,0.12179184025568636,0.269083640368267,0.19051183360222265,0.22171776009579014,0.11482143634573211,0.4677473137696183,0.23927602227386688
56,microsoft/phi-1,9,0.20777024104649627,0.09353565176652287,0.048449909081300487,0.18762741441279798,0.47684820288161095,0.11950601903495589,0.269083640368267,0.19813561442972322,0.21416995554292503,0.11167375454168597,0.4612413132832947,0.24099078144362168
57,microsoft/phi-1,10,0.20699328751569115,0.0931939517333641,0.05237828008789242,0.17193325019903943,0.4853054795614172,0.1138772129875802,0.2712523071970415,0.19297500411453233,0.2081847803540304,0.1112886384367387,0.46340998011206924,0.2343982686736892
58,microsoft/phi-1,11,0.20692945360377576,0.0906267897327996,0.0628539361054709,0.17379804750592692,0.48930585018306144,0.11161441671651348,0.269083640368267,0.1927208333031015,0.1967990527970162,0.1096938530548046,0.4655786469408437,0.23521579581881888
59,microsoft/phi-1,12,0.20381693322661334,0.08999098197886216,0.06023502210107628,0.17706260469335589,0.4923536219786537,0.10677670423050498,0.26257763988194344,0.1936394889982912,0.18581380928842442,0.10821503169816768,0.4699159805983928,0.23618617539952652
60,microsoft/phi-1,13,0.20197989365738314,0.08954249556413806,0.06547285010986552,0.17752682905491654,0.49265426125845385,0.10545861608055995,0.26474630671071797,0.1979255699424951,0.17678454266890306,0.10746289895498866,0.4655786469408437,0.23700850501456935
61,microsoft/phi-1,14,0.2002690092490509,0.0889723990111648,0.06154447910327358,0.1786389251234819,0.4962859862288156,0.10312990144778122,0.25390297256684535,0.19751857184641577,0.16923860601507348,0.10609421020822486,0.4764219810847163,0.23539725287780716
62,microsoft/phi-1,15,0.2001456163918043,0.08975779243077965,0.0641633931076682,0.1794433933386637,0.4998538863205568,0.10131833682269573,0.2517343057380709,0.20097843656958087,0.15922482443308816,0.10475815103542446,0.4753376476703291,0.2339888239579414
63,microsoft/phi-1,16,0.19794524524761856,0.08911948369800221,0.06547285010986552,0.1832304237920598,0.5030788589655424,0.09779367329505331,0.2419753050085855,0.20622722517474318,0.15323151350144096,0.10221298708332466,0.48184364815665265,0.23545047888671605
64,microsoft/phi-1,17,0.20148190360372792,0.09128258805842582,0.07202013512085206,0.19099677171052104,0.509561514241589,0.09565960202278913,0.24414397183736003,0.20674931420101939,0.15429448172233642,0.10045392681829511,0.4807593147422654,0.23164378057031282
65,microsoft/phi-1,18,0.201087718150906,0.0917167865604482,0.07987687713403593,0.18893880967055354,0.5122174324188279,0.09681504512409132,0.2419753050085855,0.2132900170337027,0.14917998114032732,0.09841642925011745,0.4818436481566526,0.24136859260583193
66,microsoft/phi-1,19,0.20181402936465032,0.09335182139152327,0.07725796312964132,0.1921781509458352,0.5129157311598711,0.09790861958682585,0.22571030379277662,0.21193422763973926,0.14654053069038944,0.09826142591328145,0.4926869823005252,0.24198312703140748
67,microsoft/phi-1,20,0.2018055517257254,0.09561456252141029,0.08118633413623325,0.18028707484254441,0.5148427553957908,0.09781436665311799,0.22787897062155113,0.21094266218489272,0.14432804933704416,0.09952000159925364,0.49051831547175073,0.2420158597419811
68,microsoft/phi-1,21,0.20133870853610636,0.09684041538826588,0.07202013512085206,0.18991641364056985,0.5165063575326226,0.09836012711831567,0.22137297013522755,0.2067935091307523,0.14424944740213583,0.10035430997339402,0.4948556491292998,0.2395868050250334
69,microsoft/phi-1,22,0.2016590739802367,0.09896725456430365,0.06936325797956402,0.18765757745847922,0.5163950804679165,0.09890444079860587,0.2267946372071639,0.20943036245932442,0.14449725698555307,0.10230686062021038,0.4883496486429762,0.2446384148158565
70,microsoft/phi-1,23,0.2072839580547867,0.09980436150173146,0.06412542997077478,0.19005346217067545,0.5294109096097637,0.09743129931877298,0.21269830282012953,0.21174479358278844,0.15037019106839689,0.10016056865399209,0.5046146498587851,0.2305442501296123
71,microsoft/phi-1,24,0.21771620759276858,0.1176750378149493,0.020875385761370116,0.21420719357519252,0.47195098521625106,0.14431865755459888,0.2506499723236836,0.20681223172981505,0.3150897980117894,0.14464512205938881,0.4710003140127801,0.21777690832885283
72,meta-llama/Llama-3.2-3B,1,0.2420409031429228,0.09292632019146944,0.03527941278554052,0.19645453688340203,0.48805830522614485,0.11709480769559194,0.3010416295642722,0.20984732740766557,0.3309829002316465,0.11352702503718921,0.45581964621135845,0.21833315651850926
73,meta-llama/Llama-3.2-3B,2,0.24486853451731622,0.09046730874417211,0.03135104177894859,0.15995164666131925,0.4712506438538975,0.12247558504158754,0.2593246396387816,0.1869791317471089,0.3538955196079071,0.12535191676941904,0.5024459830300105,0.20682676575566794
74,meta-llama/Llama-3.2-3B,3,0.2446747879949022,0.08681989840171808,0.04579303194001243,0.16625751206259606,0.5173666754353378,0.09805895651356644,0.23546930452226197,0.2020859845079886,0.28097721634447337,0.11799465471405352,0.5143736505882704,0.19489967969864266
75,meta-llama/Llama-3.2-3B,4,0.24881394518898692,0.08949779403992186,0.06012113269039599,0.18408822696126584,0.5545018933123258,0.08135703958904116,0.2323540326809911,0.2056602586880646,0.22462245510260515,0.11600815809835975,0.5089519835163341,0.19062593959154556
76,meta-llama/Llama-3.2-3B,5,0.25705199319329075,0.0957438274126407,0.0811104078624464,0.19199204882030818,0.5467228179836731,0.0886815504455275,0.25996551707533977,0.22580823391360166,0.2101682607109022,0.11417588531808513,0.4720846474271673,0.20569990886386086
